eid,cid,et,tp,id
"2807763274740","3888272425693","Bodily Injury","27841.67","10/06/2023"
"6425444571510","3957404629257","Property","35853.36","09/06/2023"
"3523732219704","8518539520655","Vehicle","37949.00","10/06/2023"
"8318806715997","8784040563971","Property","38369.69","11/06/2023"
"3046106547202","1285327763527",,"12958.40","09/06/2023"
,"8695058247226",,"22669.97","10/06/2023"
"5421926928410","641373099893","Vehicle","1764.68","10/06/2023"
"3145641863942","2555915029711","Bodily Injury","25215.65","09/06/2023"
"2285324525594","396888751804","Bodily Injury","41896.22","11/06/2023"
"2753617327279","1922852418313","Vehicle","49455.00","09/06/2023"
"4554960141678","152187869811","Bodily Injury","42956.82","10/06/2023"
"1671334061461","6333960135268","Bodily Injury","13202.82","10/06/2023"
,"4571995344246","Vehicle","21739.43","09/06/2023"
"5275344245142","777214170943","Bodily Injury","2388.26","09/06/2023"
"4005331817278","6546775958029","Property",,"09/06/2023"
"6257025272313","1254291373337","Property","26984.67","09/06/2023"
"4122912564317","6304286799074","Vehicle","9677.31","09/06/2023"
"375866261363","8515478237283","Vehicle","3201.56","10/06/2023"
"9772165931241","4916298078813","Vehicle","41681.46",
"3398553471339","4593595026986","Property","27301.05","09/06/2023"
,"1470808745820","Bodily Injury","49336.93",
"750407926796","5578529676609","Vehicle","10591.21","09/06/2023"
,"9771225264886","Vehicle","2770.59","11/06/2023"
"308927403058","4826143148889","Property","34795.04","11/06/2023"
"9357699318234","8173319306831","Bodily Injury","33737.20","10/06/2023"
"3232569845821","2839280001035","Bodily Injury","41224.03","11/06/2023"
"2101889780023","3512247527393","Vehicle","35356.87","10/06/2023"
,"1103533371043","Bodily Injury","8348.16","09/06/2023"
"8322008094329","9328696056917","Property","3409.66","10/06/2023"
"847055544052","1141586614884","Vehicle","20058.26","09/06/2023"
"2696887980787","5243313449305","Property","34435.13","10/06/2023"
,"178263063701","Property","20155.93","11/06/2023"
"3509640902633","1714606046878",,"14419.83","10/06/2023"
"1298897993345","3261266757674",,,"11/06/2023"
"2216366175343","7120586947722","Bodily Injury","20667.18","10/06/2023"
"8927222670620","6817076738784","Property","46203.89","11/06/2023"
"8182172009705","2901705976509","Vehicle","15923.95","10/06/2023"
"8275441051963","1182707329383","Bodily Injury","33297.50","10/06/2023"
"5814821614289","5079578499280","Bodily Injury","25538.73","11/06/2023"
"8612726644241","7055197703881","Vehicle","7862.83","10/06/2023"
"2095012594395","3738215239440","Vehicle","43050.96","11/06/2023"
"4987230530879","7221168306233","Vehicle","11282.10","10/06/2023"
"3553443366488","5420360249928","Bodily Injury","14981.04","10/06/2023"
"6244397788786","4593595026986","Vehicle","24902.80","09/06/2023"
"723749464066","6929499105355","Bodily Injury","35891.98","11/06/2023"
"9769284214092","7231822106847","Bodily Injury","29927.14","11/06/2023"
"6750837252430","7782403315399","Vehicle","9885.33","11/06/2023"
"8391299243362","3434669985864","Bodily Injury","19988.80","10/06/2023"
"7492154402526","4380788043379","Property","15677.34","10/06/2023"
"7059886332874","1436031650585","Bodily Injury","33713.83","10/06/2023"
"2294904554974","5442824303361",,"45976.85","09/06/2023"
"3160652914408","3800032436246","Vehicle","31724.21","09/06/2023"
"4268762323767","3343329722739","Vehicle","31808.09","10/06/2023"
"3391262029335","7305186007548","Vehicle","29101.44","09/06/2023"
"6654871058873","5288153494273","Property","24458.87","11/06/2023"
"4170262330638","4060842615906","Property","11445.08","09/06/2023"
"6619647769643","6734501209361","Property","44445.00","11/06/2023"
"8735573748496","3415418420780","Bodily Injury","31375.39",
"9584130493193","6307655324476","Vehicle","367.61","09/06/2023"
"6148146472517","2004836702451","Bodily Injury","33665.42","11/06/2023"
,"4768205813677","Bodily Injury","42349.58",
"7724994884778","6695677805079","Bodily Injury","22879.57","11/06/2023"
"4101702083877","8021645636941","Bodily Injury","11078.06","11/06/2023"
,"1941406675617","Property","16885.47","11/06/2023"
"6141235345088","9070025460489","Bodily Injury",,"10/06/2023"
"2385322005286","9087999026249","Vehicle","40173.71","10/06/2023"
"2970230679072","3469375181712","Vehicle","47614.28","11/06/2023"
"7473926806130","8154736788237","Vehicle","35747.65","09/06/2023"
"935034363269","8247274348079","Property","28620.87","10/06/2023"
"2086895569338","2564290267792","Vehicle","1767.92","11/06/2023"
"5063856799417","8925712632799","Property","40010.43","10/06/2023"
"2815159275854","8060749520372","Vehicle","48086.38","09/06/2023"
"8388219547431","4193530564976",,"24122.19","10/06/2023"
"6372137805230","3370689595485","Property","35547.24","10/06/2023"
"6936759194265","1334393988760","Bodily Injury","42759.05","11/06/2023"
"3667304295181","5067402370804","Vehicle",,"11/06/2023"
"1332069780594","6451611887071","Vehicle","22388.67","09/06/2023"
"9596071165961","3421640099102","Property",,"11/06/2023"
"7727766230304","2209914787894","Vehicle","45186.16","11/06/2023"
"4386492584895","1773229828264","Bodily Injury","7817.52",
"3571718711221","5025404911455","Property","26772.24","10/06/2023"
,"9047085673898","Bodily Injury","16249.57","11/06/2023"
"4712378424874","104392748320","Bodily Injury","25742.62","10/06/2023"
"6301453852076","2801133877259","Vehicle","31268.43","09/06/2023"
"3161301129168","3070100674935","Vehicle","11812.27","10/06/2023"
"8364071988159","8919067626403","Property","34000.71","09/06/2023"
"2439229082025","9003155006194","Vehicle","19850.99","11/06/2023"
"8525514380742","4179663688191","Bodily Injury","35619.39","10/06/2023"
"5632682681508","9872623833423","Bodily Injury","716.83","11/06/2023"
"9293229910141","9799500136142","Bodily Injury","6870.63","11/06/2023"
"744410517894","6161509227828","Property","36243.22","09/06/2023"
"7810801118819","3361591251151","Vehicle","3695.95","10/06/2023"
"3987918702210","2381226829589","Property","25742.21","11/06/2023"
"9775933493353","6750999374108","Vehicle","22847.27","09/06/2023"
"2274430480516","8395659747050","Property",,"10/06/2023"
"7802122822333","1300047924251","Bodily Injury","13379.31","10/06/2023"
"8726135742842","9489018075293","Bodily Injury",,"09/06/2023"
"4190486359925","9703132874518","Vehicle","10010.95","11/06/2023"
"2353529459600","5814147815898",,"2808.19","10/06/2023"
"378364668302","6576736577688","Vehicle","11210.02","09/06/2023"
"1535922187411","2953276104475","Vehicle","17551.67","11/06/2023"
"1854347448514","472301988918","Property","45004.22","10/06/2023"
"1741489307751","951589780914",,"27070.12","09/06/2023"
"4019474128561","2680744259398","Bodily Injury","31785.23","09/06/2023"
"9316322348113","9604824284725","Property","42757.62","09/06/2023"
"7971406692892","566465632611","Vehicle","28789.82","10/06/2023"
"2696349515892","6528199799552","Vehicle","20489.35","09/06/2023"
"6274439893371","2487597379613","Bodily Injury","17122.21","11/06/2023"
"832552675230","5871813579438","Property","7849.11",
"4397084122441","9627528459390","Property","46553.16","10/06/2023"
"7874681244094","598949306218","Bodily Injury","32556.71","11/06/2023"
"8667669239521","1994883286435","Bodily Injury","41355.76","10/06/2023"
"3094276224372","8592525270087","Bodily Injury","26588.58","10/06/2023"
"1370090440676","8659757393320","Property","14321.45","09/06/2023"
"8015174320992","8010501099966","Property","26951.20","10/06/2023"
"3945031364702","1532957487813","Vehicle","4002.91","09/06/2023"
"5207567062292","1636461851273","Property","28475.26","11/06/2023"
,"6716752736582","Vehicle","27640.10","11/06/2023"
"9772165931241","6671840100330","Vehicle","35242.13","10/06/2023"
"5907201913141","3472998620830","Property","45572.38","11/06/2023"
"3578626733962","4123445688910","Property","38492.77","09/06/2023"
,"4320833574783","Property","12375.17","11/06/2023"
"4711819188879","6897094500012","Bodily Injury","27254.87","10/06/2023"
"2091789556610","9577719466655","Bodily Injury",,
"6718652791876","4129845237161","Bodily Injury","6722.22",
"414571688804","3464141441303","Bodily Injury","5103.38","11/06/2023"
"1487384097277","8426579736383","Vehicle","48800.11","11/06/2023"
"9868330911198","289491343056","Property","43016.55","09/06/2023"
"8197878751773","398114819394","Property","2711.12","11/06/2023"
"1430667846695","1094307820342","Bodily Injury","13085.19","11/06/2023"
"2351866072314","6767403884309","Property","21884.68","09/06/2023"
"9840953219863","7949735609353","Property",,"09/06/2023"
"120218841572","2357619438913","Property","42720.28","10/06/2023"
"8450407740622","2572691058356","Property",,"09/06/2023"
"8954341576071","2376337769827","Vehicle","41642.29","09/06/2023"
"2128449020093","6949549787908","Property","25496.61","09/06/2023"
"6160311293076","5915681877218",,"49982.75","11/06/2023"
,"4885596108782","Vehicle","47496.62","10/06/2023"
"2841593839200","7504916953521","Bodily Injury","25036.64","11/06/2023"
"6996422693278","7873474655640","Bodily Injury","19098.99","11/06/2023"
"8960686728532","3713391657872","Bodily Injury","32515.97","10/06/2023"
"1858498339811","5513072953813","Property","49943.56","11/06/2023"
"3682192987148","8994122495667","Vehicle","44095.52","11/06/2023"
"2638051768501","4872034049908","Bodily Injury","38513.75","10/06/2023"
"7815272373831","8135721897188","Property","19911.83","10/06/2023"
"2172617722855","319053836593","Vehicle","6029.77","10/06/2023"
"9770067907910","5529965316221","Property","39951.00","09/06/2023"
,"2974463037850","Bodily Injury","12180.80","11/06/2023"
"742504137855","3652241760494","Bodily Injury","32429.46","10/06/2023"
"3485499119538","3217085779857","Bodily Injury","2099.19",
"1403113467430","733184383245","Bodily Injury","40608.96","09/06/2023"
"416111556180","2293625417322","Property","45280.32","11/06/2023"
"9936034682786","6371589365442","Vehicle","47590.24","10/06/2023"
"4862746631181","2721863275544","Vehicle","21772.85","11/06/2023"
"5022466631773","2861339493240",,"8617.68",
"2859954006479","2970559259968","Bodily Injury","24309.49","10/06/2023"
"8938544715959","8160895508932","Vehicle","4067.51","09/06/2023"
"1400445300827","6212761308674","Vehicle","27119.48","09/06/2023"
"6484738262070","6991082635898","Property","10734.97","09/06/2023"
"1982937193845","8554605842013",,"3648.75","11/06/2023"
,"4898931255513","Property","49314.99","09/06/2023"
"5639469803679","2276082258531","Property","47573.24","09/06/2023"
"5388861964446","3238333490060","Vehicle","691.06","09/06/2023"
"9397525992924","884859018987","Property","23371.90","10/06/2023"
"2493820430682","8652391643807","Bodily Injury","22597.40","10/06/2023"
"4759031233896","4156273483013","Vehicle",,"10/06/2023"
"9906291933134","7529172929601","Property","21062.10","10/06/2023"
"9464079290131","6926497367087","Bodily Injury","9235.39","10/06/2023"
"5231064519178","4384512487992","Bodily Injury","9818.95","10/06/2023"
"2926085369557","7792930967594","Vehicle","28786.44",
"8577360768454","3194348199250",,"15551.28","09/06/2023"
"7632421497794","1184829479499","Bodily Injury","44400.83","09/06/2023"
"3405490750798","7373604583330","Vehicle","28262.26","11/06/2023"
"7637955528017","9881996460793","Property","292.24","11/06/2023"
"6031401536628","6261733226159","Property","49778.74","11/06/2023"
"6955129582405","3325663605708","Bodily Injury","17681.56","09/06/2023"
"1163692873171","2805713754088","Property","43815.65","09/06/2023"
"4011236057153","1321708127148",,"47235.95","09/06/2023"
"5659310861820","6061145011555","Property","46123.14","09/06/2023"
"4482704806659","3856106441342","Vehicle","10602.31","10/06/2023"
"514076234902","3609262176998","Vehicle","48889.81","09/06/2023"
,"3983995482990","Property",,"10/06/2023"
"4718664252970","1017975573042","Property","36577.33","11/06/2023"
"5435495955075","274403072717","Property","16116.65","10/06/2023"
"2874135529250","6789268551573","Property","26979.85","10/06/2023"
"3767720151231","8823952134489","Vehicle","45838.61","09/06/2023"
"1418504747705","8860447582892","Property","13844.30","09/06/2023"
"5988060864391","6253670142749","Bodily Injury","30685.66",
"974954582985","326470508945","incorrect","5267.95","09/06/2023"
"7564673610649","2488201157845","Vehicle",,
"6538339623610","8483859153612","Vehicle","10843.61","09/06/2023"
"7609912735348","3110290191458",,"45965.00","10/06/2023"
"3206456837782","4806804783836","Property","36866.77","09/06/2023"
"5648064053891","1770260227516","Vehicle","30816.69",
"7775257334025","6716671073505",,"20116.61","11/06/2023"
"3066162320805","9728842476229","Bodily Injury",,"10/06/2023"
"3946481172113","6845224439184","Vehicle","24030.30","09/06/2023"
"9671990199299","8246534140012","Property","19098.56","09/06/2023"
,"2419696050774","Vehicle","753.39","10/06/2023"
"1796328611613","5044162614065",,"25182.87","10/06/2023"
"5569111701392","7989465878196","Bodily Injury","36726.49","11/06/2023"
,"2538742603731","Vehicle","26075.05","11/06/2023"
"3179100841362","2286235695082","Bodily Injury","1710.76","10/06/2023"
"7090098198137","552355952654",,"37566.35","09/06/2023"
"7298354613131","1805285839894","Property","33038.21","11/06/2023"
"4542526578656","2780799411442","Bodily Injury","42034.37","09/06/2023"
,"5202729035227","Incorrecto","6345.27","10/06/2023"
"1939251246869","4524802914516","Property","33087.88",
"933498409826","212575148767","Bodily Injury","46142.37","10/06/2023"
"7545670821039","2919267626683","Bodily Injury","24921.33","11/06/2023"
"183489755793","4388618853307","Bodily Injury","35574.33",
"1419778283792","496712607606","Property","30890.50","10/06/2023"
"9176631984418","606517586684","Property","3304.32","09/06/2023"
"1418387143542","4966706867630","Vehicle","49609.63","09/06/2023"
"1625920169688","4900193709682","Property","36519.03","09/06/2023"
"7035864065473","780931227992","Bodily Injury","44875.89","09/06/2023"
"2475142516783","2044905867284","Property","39461.97","10/06/2023"
"659792072146","8877492274289","Vehicle","36571.04","09/06/2023"
"9327809194585","7045261835402",,"48291.11","09/06/2023"
"9398443951017","2388500713474","Property","22231.60","10/06/2023"
"5406780411168","644444104212","Bodily Injury","33013.79","10/06/2023"
"8840443043847","1354408992178","Vehicle","36119.96","11/06/2023"
"2784969044219","9657902031717","Vehicle","422.10","09/06/2023"
"8737426158674","2052243495053","Vehicle","9166.71","09/06/2023"
"2783358875775","9121515014242","Property",,"09/06/2023"
"9667016736637","7675825780137","Property","47849.77","09/06/2023"
"278579773373","3407111362771","Bodily Injury","45995.48","11/06/2023"
"5812214034724","988239241033","Vehicle","46666.23","11/06/2023"
"6468671526108","9634481268586",,"20562.05","11/06/2023"
"8224898517098","7123343926966","Bodily Injury","18030.17","09/06/2023"
"8478311784713","6105131285431","Property","36465.89","10/06/2023"
"7083537547475","3536495342372","Property","22412.43","10/06/2023"
"9332529218494","1022689240874","Bodily Injury","21274.23","10/06/2023"
"293324447405","3102816878512","Property","35384.57","10/06/2023"
"6956815777655","1177235518198","Property","18189.86","10/06/2023"
"6014535192825","5441797104225","Vehicle","16828.51","10/06/2023"
"1149501437589","5955993647667",,"39160.09","10/06/2023"
"4745148166566","9695938170364","Property","22324.51","11/06/2023"
"1213078579047","3950163604613","Property","18412.44","11/06/2023"
"6109914750286","8576196080887","Property","49336.47","09/06/2023"
"8813504402734","5402106855135","Property","20631.97","10/06/2023"
"9396460194963","6223577428450","Vehicle","49669.18","09/06/2023"
"3926319301473","5360727840362","Vehicle","45113.62","09/06/2023"
"9176840605481","1360630307703","Vehicle","17000.08","10/06/2023"
"7950460167162","9444265365359",,"9313.74","09/06/2023"
"1586036334431","8011898300122","Property","44207.40","11/06/2023"
"9549410714212","6861955476692","Bodily Injury","12970.18","10/06/2023"
"3258172372550","189081556453","Property","28758.88","1fc7f022-ae5b-4ed1-b35c-2a2d357ed8ab"
"9876719719764","6689194827303","Bodily Injury","20097.68","10/06/2023"
"6717689444812","6366936772675","Bodily Injury","18640.82","10/06/2023"
"4840286344855","3253217153038","Bodily Injury","16114.58",
"6189100012406","8524463877422","Vehicle","4021.09","10/06/2023"
"9997407899917","5307089954520","Vehicle","23136.42","10/06/2023"
"1365967453633","8718493721433","Bodily Injury","27298.14","11/06/2023"
"9649707043517","3285437337031","Vehicle","23989.53","11/06/2023"
"480377887398","1039272595735","Property","36498.88","09/06/2023"
"5446439218753","6295958570165","Bodily Injury","28924.98",
"2689290164137","4060842615906","Property",,"11/06/2023"
,"4954052224035","Vehicle","28294.76","10/06/2023"
"3121074126687","2309358536669","Bodily Injury","38695.60","11/06/2023"
"926864291354","8474617583305","Bodily Injury","38514.50","10/06/2023"
,"2661541382078","Bodily Injury","18909.05","09/06/2023"
"6132900205894","9615559192551","Bodily Injury","18467.58","10/06/2023"
"7582902699261","5843703811079","Bodily Injury","9239.64","10/06/2023"
"8000428570153","9737173987084","Property","16846.42","11/06/2023"
"1456873539424","3385848328564","Vehicle","39027.65","10/06/2023"
"6481224830933","4846890907353","Bodily Injury","41984.70","10/06/2023"
"406021181564","3000735648624","Vehicle","30253.58","11/06/2023"
"7753409089968","4696212771109","Vehicle","48485.39","09/06/2023"
"2445930237126","1060940785261","Property","23263.96","11/06/2023"
"5222063335943","7889813422660","Vehicle","26655.07","10/06/2023"
"3108147942624","6924086751817","Property","26666.10","10/06/2023"
"2393513045865","3456108133315","Vehicle","18721.29","11/06/2023"
,"8791499286098","Bodily Injury","11889.05","10/06/2023"
"8044250773333","7601923294992","Bodily Injury","16136.38","10/06/2023"
"7806478605871","7737477888042","Bodily Injury","41492.55",
"3242787340165","8330820417046","Property","1613.48","10/06/2023"
"9921839246728","2433085062840","Property","17306.08","09/06/2023"
"4034890484851","1490249578476","Vehicle","7482.78","09/06/2023"
"7889740860128","2503319841860","Bodily Injury","4594.23","09/06/2023"
"4479407073419","7741845495924","Bodily Injury","2719.03","10/06/2023"
"1400024002562","5840858701956","Property","24237.34","09/06/2023"
"9752694811106","9182860860219","Bodily Injury","47432.78","11/06/2023"
"502420760786","5794685255769","Vehicle","34328.66","09/06/2023"
"8647960043881","364738085425","Vehicle","16782.92","09/06/2023"
"9272140433744","2432553088989","Property",,"09/06/2023"
"3063730428507","4264046427727","Vehicle","13670.10","10/06/2023"
"1852466332172","7218742628106","Vehicle","9699.09","09/06/2023"
"9082440278885","2778735489020","Vehicle","10410.03","09/06/2023"
"2282336481730","4204541727381","Property","26710.99","10/06/2023"
"9050907353641","7802084493553","Vehicle","13241.21","11/06/2023"
,"858783436563","Property","38327.71","11/06/2023"
"7470333728662","2955033431408","Property","18359.20","10/06/2023"
"5340688273613","2717731864133","Bodily Injury","44470.94","10/06/2023"
,"6461057636586","Bodily Injury","37073.48","11/06/2023"
"7511003729030","9389797923849","Property","16366.08","10/06/2023"
"7446426094994","8765964483915","Vehicle","18794.73","11/06/2023"
"3665951070861","2795867371184","Property","47868.28",
,"4092634449676","Bodily Injury",,"10/06/2023"
"7762256240162","2420197860051",,"44814.40","11/06/2023"
"2595326876462","9843968568908","Property","7719.43","11/06/2023"
"8885497811918","1075209652079","Vehicle","36124.23","11/06/2023"
"5359327563685","5674586646356","Property","35491.60","11/06/2023"
"203524104848","5029039903443","Vehicle","22908.99","11/06/2023"
"3139203909465","7653780815841","Bodily Injury","43872.96","11/06/2023"
"7231007841973","5401785618017","Property","41197.21","10/06/2023"
"1215075467926","2249805124283","Vehicle","11279.89","10/06/2023"
"9245152700296","6206484797427","Bodily Injury","6710.82","10/06/2023"
"2264826836961","4072485139410","Bodily Injury","39273.53","11/06/2023"
"2237396883687","9248785825644","Vehicle","831.43","09/06/2023"
"7431205092393","6702353512512","Vehicle","43416.13","09/06/2023"
"6898713017818","9460820984739","Vehicle","24704.84",
"3577235507862","7142295531912","Property","33076.35","10/06/2023"
"8119496046530","198698630152","Bodily Injury","1672.14","09/06/2023"
"8373068822236","5920785922042","Property","27047.67","11/06/2023"
"5329509556673","6497406517564","Property","10150.23","10/06/2023"
"8525382644491","5683189711003","Vehicle","14106.08","10/06/2023"
,"6764957727933","Vehicle","34824.30","09/06/2023"
"9487691242999","4732470183663","Property","13148.07","11/06/2023"
"9283605478372","6071875577159","Vehicle","47127.45","09/06/2023"
"3004172552360","5071987915815","Property","26331.37","10/06/2023"
"3821423695680","4824019470000","Vehicle","31253.01","09/06/2023"
"2715806610261","2210305749630","Vehicle","31172.34","09/06/2023"
"2871514585902","9214100922061","Bodily Injury","4990.89","09/06/2023"
"3866892563023","8000670661586","Vehicle","49586.38","10/06/2023"
"1215743910792","3230781917848","Vehicle","15910.27","09/06/2023"
"2003501075759","5982781094034","Property","46189.30","10/06/2023"
"7584851717784","5858820130503","Bodily Injury","4297.99","11/06/2023"
"4896961880256","2052761476311","Property","4062.83","11/06/2023"
,"6744822770392","Vehicle","18726.93","10/06/2023"
"4291683519469","7771494435394","Bodily Injury","11989.40","09/06/2023"
"8035536372432","9616820043133","Property","29302.98","09/06/2023"
,"310423127917","Vehicle","6179.64","09/06/2023"
,"2280233720601","Bodily Injury","45242.19","09/06/2023"
"6238442427219","1920979348637",,"34502.34","11/06/2023"
"5430811444016","4131185856490","Bodily Injury","10418.52","11/06/2023"
"629539547543","4723011140683","Property","21293.06","09/06/2023"
"6242381720888","2836513939956","Bodily Injury","47881.96","09/06/2023"
"9016604442473","6863445157428",,"37151.27",
"4708952490339","7221135244263","Property","47344.05","10/06/2023"
"6564267867010","3614277735040","Vehicle","16596.03","09/06/2023"
"3047666583857","1342365583662","Property","40974.31","11/06/2023"
"3289279805036","8273564648083","Property","492.41","10/06/2023"
"1487234603199","6284522482560","Property","32487.44","10/06/2023"
,"2738925473822","Bodily Injury","21716.25","09/06/2023"
"5443589773109","3887329117904","Property",,"10/06/2023"
"7851093600081","2743968350397","Bodily Injury","12139.57","11/06/2023"
"2626788442188","9635697852890","Property","39584.80","09/06/2023"
"823347028364","4833028000827","Property","36649.10","09/06/2023"
"7240718487991","4831608979658","Bodily Injury","30853.41","09/06/2023"
"9701195632754","6101571325100","Property","42482.82","10/06/2023"
"3291749402085","3727163204733","Vehicle","47874.88","11/06/2023"
"107024384852","3460213975921","Vehicle","2140.67","11/06/2023"
"9318181465825","6544553785314","Vehicle","31482.72","11/06/2023"
"4819271330030","1593728245734",,"4496.83","10/06/2023"
"2048211391789","5543272236205","Vehicle","40248.08","09/06/2023"
"1193561800648","8247656245715","Bodily Injury","28713.23","10/06/2023"
,"3686642623683","Bodily Injury","17541.54","09/06/2023"
"5772669694904","6072830628802","Property","38229.48","09/06/2023"
"9858839270604","5838406254089","Bodily Injury","45740.74","10/06/2023"
,"5085465536056","Property","12538.77","11/06/2023"
"5821643972305","6323494923062","Vehicle","8918.80","09/06/2023"
"578383369566","9318469046608","Vehicle","36503.32","11/06/2023"
"2906415881916","158442576628","Property","31229.38","09/06/2023"
"2189243096929","3072551384546","Property","33907.11","09/06/2023"
"3883653106321","2826136235391","Property","37576.07","09/06/2023"
"4830050748940","552082549625","Vehicle","46001.12","11/06/2023"
"3887124411420","268134462432",,"4814.46","11/06/2023"
"5966968558484","9810136312163","Vehicle","41759.74","09/06/2023"
"443873159537","3939512788006","Vehicle","26193.56","10/06/2023"
"3045604066175","4828509559939","Bodily Injury","42269.55","09/06/2023"
"5194091270257","3294616874882","Bodily Injury","27029.95","09/06/2023"
"5198547165495","9528879287757","Property","18154.40","09/06/2023"
"2805913877254","5716221428702","Vehicle",,"10/06/2023"
"8709989811443","3619025295474","Bodily Injury","12900.03","10/06/2023"
"7733268743906","6304784863529","Bodily Injury","32963.96","10/06/2023"
"5972066042835","8364416572570",,"34074.23","11/06/2023"
"5410500496851","2189186149213","Bodily Injury","27763.17","11/06/2023"
"6464342723364","2484594332945","Bodily Injury","2210.39","10/06/2023"
,"1512853962659","Property","3827.81","09/06/2023"
"2430383859449","2150594827364",,"94adffb4-ebe0-4390-95e8-53aafb515b19",
"3725158717989","8982176862313","Property","24267.87","11/06/2023"
"3968823666990","1888693764851","Bodily Injury","5202.57","11/06/2023"
"1808251073286","3468719462396","Bodily Injury","1199.04","10/06/2023"
"6061079442426","366358845205","Vehicle","29118.26","10/06/2023"
"2052316015505","9207320694190","Vehicle","28221.89","11/06/2023"
"9982190541484","9934384008508","Vehicle","36795.63","10/06/2023"
"5273201198221","5863162899346","Property","18065.86","09/06/2023"
"1639818758016","5889408092962","Property","2036.94","11/06/2023"
"2294727271294","7668181916199","Bodily Injury","21006.19",
"6407458345493","2942831885326","Bodily Injury","49542.52","09/06/2023"
"2099206393478","9524946137940","Vehicle","22178.41","10/06/2023"
"2537498229292","6291498073996",,"16933.20","10/06/2023"
"5639469803679","4367541823859","Bodily Injury","39003.16","09/06/2023"
"7800927333821","518960329371","Vehicle","46405.19","10/06/2023"
"8490975373802","2769781019495","Vehicle","35902.83","09/06/2023"
"9492474801146","7588537048633","Property","11774.97","09/06/2023"
"8714656477624","4851317887755","Property","4852.05","11/06/2023"
"1719250623165","3438062614932","Property","32716.21",
"1174030324578","6213927204833","Property","15764.37","11/06/2023"
"5732838725394","1419563593826","Property","1812.16","09/06/2023"
"9909703268866","3900511663618","Vehicle","15390.13","10/06/2023"
"1629591782220","7629060106163","Bodily Injury",,"10/06/2023"
"3822764861304","681545718613","Property","34249.12","10/06/2023"
"1184044742344","7871050066285","Property","13413.00","10/06/2023"
"697376862728","7928526974421","Bodily Injury","25042.58","09/06/2023"
"4038842437723","5779560597931","Vehicle","1995.86","09/06/2023"
"6869511822663","8722092805567","Bodily Injury","1772.54","11/06/2023"
"6059332818812","9995363936587","Bodily Injury","21888.99","10/06/2023"
"848668089577","1625362765540","Property","35126.73","11/06/2023"
"3232734019134","2744681707002","Property","37401.29","11/06/2023"
"3197915009248","9888105497995","Bodily Injury","12373.36","10/06/2023"
"1984987359370","1027014902107",,"18589.32","10/06/2023"
"8890442054652","9968657456552","Property","34503.11","09/06/2023"
"799625025305","8729155491373","Bodily Injury","38158.76","10/06/2023"
"6692915272902","916349181881","Bodily Injury","41627.83","09/06/2023"
"6606177377620","9809534805296",,"26369.71","10/06/2023"
"9815691808464","5080700438548","Property","5872.09","11/06/2023"
"131910213556","7541611961132","Vehicle","11833.44","11/06/2023"
"1804574339646","4305795342152","Vehicle","21878.10","09/06/2023"
"7698748187827","5358073933535",,"32706.81","09/06/2023"
"7247180316439","7999515253648","Bodily Injury","24828.93","11/06/2023"
"7339732293686","1865556787037","Vehicle","35293.18","09/06/2023"
"6579762808201","3534320621618","Property","15622.34",
"203524104848","9216359482188",,"45195.86","11/06/2023"
"9163925730302","5578357486676","Vehicle","14897.00","10/06/2023"
,"9424709235435","Bodily Injury","18684.56","10/06/2023"
"8897093397151","2782295853051",,"23671.49","10/06/2023"
"1901878602386","3541052684172","Vehicle","1502.77",
"726394556303","3100841403719","Vehicle","16896.25","11/06/2023"
"5169001802318","2052761476311","Bodily Injury","10094.12","09/06/2023"
"7771785142278","8064248981536","Vehicle","13603.94","11/06/2023"
"7919795813731","1693046646002","Vehicle","25065.94","11/06/2023"
"8871040652255","7744473051243","Bodily Injury","44301.68",
"3922154205254","1862393784750","Vehicle","33671.81","09/06/2023"
"1648246348383","7368161668516","Bodily Injury","16392.52","10/06/2023"
"9972139556107","7792973098091","Bodily Injury","8797.52","09/06/2023"
"4900628389296","6133349419812","Vehicle","18075.06","10/06/2023"
"1316704760422","1819577912322","Vehicle","13997.66","10/06/2023"
"3214347115395","8195875656290","Vehicle","30048.24","09/06/2023"
"6079958566449","8737419043076","Bodily Injury","22762.31","10/06/2023"
"3843476844664","7410345388275","Bodily Injury","38393.30","11/06/2023"
"1102864982779","9938232247164","Bodily Injury","20307.45","11/06/2023"
"4657023864266","4644953066598","Bodily Injury","40627.13","10/06/2023"
"6297877812729","5052008146274","Bodily Injury","16996.93","11/06/2023"
"3480185600083","8868898162179","Vehicle","3660.72","10/06/2023"
"6513180414354","161388250444","Bodily Injury","39622.91","09/06/2023"
"7406808209732","6550569855837","Bodily Injury",,"09/06/2023"
"8205110833306","4194248380812","Property","3396.70","11/06/2023"
"9546825940631","9086649337714","Bodily Injury","18563.19","10/06/2023"
"9522889482834","3345540388766","Property","29080.37","11/06/2023"
"5480777043225","6613839535134","Property","24484.30","11/06/2023"
"4652063069048","6013323874065","Property","11785.75","10/06/2023"
"4664128994803","4017546842647",,"16529.35","09/06/2023"
"1230427785495","7415278949130","Bodily Injury","38694.41","11/06/2023"
"6540997699643","637601701773",,"10962.39","10/06/2023"
"6321410631908","3363028152700","Bodily Injury","31967.89","11/06/2023"
,"4352954154726","Vehicle","25578.43","09/06/2023"
"4812923921826","4204549897857","Vehicle","8099.37","11/06/2023"
"8070253089223","485870987872","Property","11788.54","11/06/2023"
